from,to,cost
99,109,29.0
99,112,1.0
99,116,1.0
99,117,174.0
99,118,12.0
99,119,1.0
99,120,1.0
99,124,1.0
99,128,7.0
99,136,4.0
99,137,117.0
99,139,1.0
99,140,6.0
99,141,112.0
99,142,36.0
99,143,11.0
99,144,1.0
99,152,9.0
99,153,1.0
99,155,12.0
99,158,15.0
99,159,33.0
99,162,248.0
99,171,2.0
99,174,12.0
99,177,170.0
99,180,12.0
99,181,6.0
99,185,11.0
99,187,15.0
99,188,5.0
99,191,38.0
99,192,174.0
99,193,11.0
99,194,2.0
99,197,761.0
99,200,5.0
99,201,6.0
99,206,6.0
99,207,3.0
99,208,5.0
99,209,16.0
99,210,48.0
99,211,7.0
99,212,2.0
99,214,6.0
99,215,48.0
99,216,10.0
99,218,107.0
99,219,1.0
99,225,44.0
99,229,79.0
99,230,4.0
99,231,8.0
99,233,1.0
99,237,1.0
99,238,57.0
99,243,540.0
99,248,2.0
99,252,1.0
99,254,1.0
99,255,7.0
99,263,10.0
99,264,221.0
99,265,496.0
99,266,8.0
99,267,3.0
99,268,4.0
99,270,18.0
99,271,5.0
99,274,113.0
99,275,70.0
99,279,28.0
99,280,356.0
99,284,17.0
99,285,11.0
99,286,3.0
99,288,10.0
99,289,1.0
100,101,3.0
100,102,3.0
100,106,5.0
100,152,3.0
100,158,11.0
100,214,1.0
100,228,3.0
101,102,548.0
101,106,147.0
101,117,4.0
101,124,1.0
101,127,1.0
101,135,1.0
101,137,6.0
101,141,1.0
101,143,18.0
101,152,67.0
101,153,7.0
101,155,57.0
101,158,153.0
101,159,311.0
101,174,11.0
101,177,3.0
101,181,13.0
101,185,4.0
101,188,1.0
101,192,1.0
101,193,3.0
101,197,3.0
101,207,9.0
101,211,6.0
101,214,36.0
101,215,2.0
101,218,1.0
101,225,27.0
101,228,4.0
101,229,45.0
101,234,2.0
101,238,2.0
101,243,1.0
101,255,1.0
101,264,1.0
101,265,2.0
101,268,2.0
101,270,1.0
101,271,2.0
101,274,1.0
101,275,2.0
101,280,2.0
101,284,5.0
101,288,5.0
102,106,48.0
102,107,1.0
102,117,17.0
102,119,1.0
102,123,2.0
102,124,3.0
102,125,1.0
102,127,2.0
102,137,8.0
102,140,1.0
102,141,4.0
102,142,1.0
102,143,6.0
102,152,60.0
102,153,36.0
102,155,238.0
102,158,155.0
102,159,456.0
102,162,13.0
102,174,12.0
102,177,1.0
102,179,1.0
102,181,10.0
102,185,8.0
102,188,42.0
102,191,2.0
102,192,2.0
102,193,7.0
102,194,1.0
102,197,66.0
102,206,1.0
102,207,56.0
102,209,1.0
102,211,23.0
102,214,143.0
102,215,1.0
102,218,2.0
102,225,55.0
102,228,4.0
102,229,183.0
102,231,1.0
102,234,3.0
102,237,2.0
102,238,2.0
102,243,18.0
102,255,8.0
102,260,1.0
102,263,2.0
102,264,16.0
102,265,34.0
102,266,4.0
102,268,5.0
102,271,1.0
102,274,5.0
102,275,2.0
102,279,4.0
102,280,17.0
102,284,13.0
102,286,18.0
102,288,61.0
104,105,2.0
104,107,59.0
104,109,3.0
104,110,1.0
104,112,4.0
104,116,6.0
104,124,2.0
104,125,164.0
104,135,6.0
104,136,48.0
104,137,1.0
104,139,1.0
104,142,1.0
104,160,13.0
104,161,1.0
104,166,4.0
104,171,23.0
104,173,2.0
104,179,18.0
104,180,7.0
104,185,36.0
104,187,1.0
104,194,40.0
104,195,34.0
104,206,114.0
104,212,71.0
104,215,3.0
104,219,31.0
104,224,20.0
104,229,2.0
104,230,74.0
104,237,18.0
104,238,2.0
104,243,6.0
104,249,14.0
104,250,2.0
104,255,23.0
104,260,71.0
104,261,36.0
104,262,3.0
104,263,11.0
104,264,1.0
104,267,161.0
104,270,20.0
104,271,4.0
104,272,4.0
104,274,3.0
104,275,8.0
104,280,1.0
104,283,1.0
104,284,4.0
104,286,23.0
104,288,1.0
106,109,1.0
106,124,2.0
106,126,1.0
106,152,190.0
106,153,6.0
106,155,35.0
106,158,231.0
106,159,86.0
106,174,2.0
106,181,6.0
106,185,1.0
106,191,1.0
106,197,4.0
106,207,1.0
106,211,8.0
106,214,4.0
106,225,4.0
106,228,20.0
106,229,10.0
106,231,12.0
106,234,5.0
106,243,3.0
106,255,1.0
106,264,1.0
106,265,2.0
106,266,2.0
106,274,1.0
106,284,2.0
106,286,2.0
106,288,4.0
107,112,3.0
107,116,3.0
107,123,1.0
107,124,1.0
107,125,194.0
107,135,11.0
107,136,51.0
107,137,2.0
107,141,2.0
107,142,1.0
107,159,1.0
107,160,24.0
107,161,7.0
107,162,3.0
107,166,2.0
107,171,14.0
107,173,3.0
107,179,20.0
107,180,2.0
107,185,51.0
107,192,1.0
107,194,54.0
107,195,45.0
107,197,3.0
107,201,1.0
107,206,60.0
107,212,56.0
107,215,5.0
107,216,1.0
107,218,2.0
107,219,22.0
107,224,1.0
107,225,1.0
107,230,84.0
107,236,1.0
107,237,6.0
107,238,3.0
107,243,1.0
107,249,52.0
107,250,2.0
107,255,29.0
107,260,33.0
107,261,2.0
107,262,4.0
107,263,9.0
107,265,1.0
107,267,98.0
107,270,7.0
107,271,4.0
107,272,6.0
107,274,3.0
107,275,5.0
107,277,1.0
107,284,16.0
107,286,22.0
107,289,1.0
108,109,2.0
108,125,10.0
108,152,1.0
108,155,5.0
108,159,1.0
108,174,1.0
108,188,1.0
108,192,1.0
108,207,2.0
108,211,5.0
108,214,3.0
108,225,7.0
108,229,2.0
108,255,8.0
108,263,11.0
108,268,13.0
108,271,7.0
108,286,2.0
108,288,1.0
109,110,1.0
109,112,1.0
109,116,7.0
109,117,5.0
109,118,1.0
109,119,346.0
109,123,2.0
109,124,17.0
109,125,15.0
109,128,7.0
109,129,2.0
109,135,4.0
109,136,40.0
109,137,10.0
109,141,150.0
109,142,689.0
109,143,8.0
109,153,1.0
109,158,1.0
109,161,15.0
109,162,72.0
109,166,6.0
109,171,5.0
109,177,6.0
109,179,38.0
109,180,138.0
109,185,352.0
109,187,43.0
109,191,2.0
109,192,45.0
109,193,1.0
109,194,6.0
109,195,1.0
109,197,24.0
109,200,3.0
109,201,55.0
109,206,7.0
109,209,2.0
109,210,4.0
109,211,12.0
109,212,16.0
109,215,228.0
109,216,229.0
109,218,116.0
109,219,12.0
109,225,6.0
109,230,54.0
109,231,205.0
109,236,10.0
109,237,16.0
109,238,149.0
109,242,2.0
109,243,65.0
109,248,3.0
109,250,1.0
109,255,121.0
109,257,1.0
109,260,1.0
109,261,2.0
109,262,2.0
109,263,57.0
109,264,26.0
109,265,36.0
109,266,1.0
109,267,7.0
109,268,3.0
109,270,577.0
109,271,13.0
109,272,2.0
109,274,456.0
109,275,907.0
109,280,41.0
109,284,35.0
109,285,2.0
109,286,91.0
109,288,9.0
109,294,2.0
110,123,3.0
110,124,4.0
110,135,19.0
110,159,1.0
110,161,36.0
110,162,1.0
110,173,1.0
110,179,9.0
110,185,15.0
110,193,13.0
110,194,3.0
110,195,1.0
110,211,2.0
110,212,1.0
110,216,1.0
110,218,1.0
110,219,1.0
110,225,12.0
110,229,2.0
110,230,1.0
110,237,3.0
110,238,1.0
110,243,2.0
110,255,46.0
110,263,64.0
110,266,1.0
110,267,1.0
110,268,10.0
110,271,5.0
110,272,5.0
110,275,22.0
110,284,24.0
110,286,25.0
110,288,1.0
112,116,29.0
112,123,2.0
112,124,2.0
112,125,13.0
112,131,2.0
112,136,25.0
112,139,7.0
112,155,1.0
112,166,338.0
112,171,76.0
112,173,54.0
112,179,8.0
112,185,1.0
112,192,2.0
112,194,74.0
112,195,3.0
112,206,59.0
112,212,17.0
112,219,1.0
112,224,18.0
112,225,1.0
112,230,42.0
112,231,1.0
112,237,10.0
112,249,1.0
112,250,21.0
112,260,19.0
112,261,10.0
112,262,23.0
112,265,1.0
112,267,12.0
112,270,3.0
112,271,1.0
112,274,4.0
112,275,2.0
112,284,2.0
112,286,2.0
112,288,1.0
113,114,10.0
113,120,2.0
113,121,2.0
113,144,6.0
113,168,2.0
113,175,1.0
113,177,2.0
113,182,2.0
113,199,4.0
113,208,9.0
113,210,2.0
113,222,2.0
113,227,2.0
113,233,15.0
113,235,27.0
113,252,14.0
113,253,109.0
113,254,71.0
113,256,11.0
113,257,24.0
113,258,1.0
113,264,4.0
113,266,1.0
113,274,1.0
113,280,1.0
113,281,12.0
113,282,9.0
113,287,5.0
113,291,3.0
114,117,1.0
114,118,1.0
114,140,1.0
114,143,2.0
114,144,1.0
114,199,2.0
114,208,4.0
114,227,1.0
114,233,2.0
114,235,2.0
114,243,1.0
114,252,9.0
114,253,17.0
114,254,6.0
114,256,2.0
114,257,2.0
114,282,1.0
114,287,3.0
116,119,2.0
116,124,1.0
116,125,27.0
116,131,2.0
116,135,1.0
116,136,216.0
116,141,1.0
116,142,2.0
116,159,1.0
116,161,1.0
116,166,9.0
116,171,111.0
116,173,1.0
116,179,17.0
116,180,6.0
116,185,11.0
116,191,1.0
116,194,385.0
116,195,1.0
116,197,1.0
116,200,2.0
116,201,3.0
116,206,210.0
116,212,18.0
116,215,1.0
116,218,1.0
116,219,1.0
116,224,1.0
116,230,138.0
116,231,13.0
116,237,9.0
116,238,11.0
116,243,8.0
116,249,3.0
116,250,7.0
116,260,36.0
116,261,22.0
116,262,232.0
116,263,2.0
116,267,39.0
116,270,22.0
116,274,7.0
116,275,7.0
116,280,1.0
116,284,2.0
116,286,2.0
117,118,150.0
117,119,2.0
117,120,9.0
117,123,1.0
117,124,2.0
117,125,1.0
117,127,2.0
117,128,12.0
117,129,1.0
117,136,2.0
117,137,1086.0
117,140,53.0
117,141,55.0
117,142,12.0
117,143,200.0
117,152,1.0
117,155,4.0
117,158,5.0
117,159,7.0
117,161,3.0
117,162,77.0
117,171,4.0
117,174,12.0
117,175,1.0
117,177,804.0
117,179,1.0
117,180,2.0
117,182,9.0
117,185,5.0
117,187,22.0
117,188,5.0
117,191,28.0
117,192,58.0
117,193,4.0
117,194,2.0
117,197,1004.0
117,199,1.0
117,200,3.0
117,201,21.0
117,207,6.0
117,208,42.0
117,209,54.0
117,210,229.0
117,211,4.0
117,214,5.0
117,215,32.0
117,216,12.0
117,218,54.0
117,219,1.0
117,222,3.0
117,223,1.0
117,225,16.0
117,228,1.0
117,229,45.0
117,230,3.0
117,231,2.0
117,233,12.0
117,235,1.0
117,238,26.0
117,239,1.0
117,243,182.0
117,247,13.0
117,248,51.0
117,251,9.0
117,252,1.0
117,253,1.0
117,255,4.0
117,256,5.0
117,257,3.0
117,263,4.0
117,264,240.0
117,265,142.0
117,266,86.0
117,267,1.0
117,268,7.0
117,270,5.0
117,274,74.0
117,275,27.0
117,278,3.0
117,279,95.0
117,280,272.0
117,281,1.0
117,282,5.0
117,284,7.0
117,285,75.0
117,286,2.0
117,287,3.0
117,288,15.0
117,289,4.0
117,291,1.0
118,120,6.0
118,121,3.0
118,127,7.0
118,137,659.0
118,140,68.0
118,141,2.0
118,142,3.0
118,143,417.0
118,153,2.0
118,155,2.0
118,159,3.0
118,162,15.0
118,174,2.0
118,177,191.0
118,179,1.0
118,180,2.0
118,182,2.0
118,187,5.0
118,188,2.0
118,191,8.0
118,192,6.0
118,193,1.0
118,197,259.0
118,199,2.0
118,208,65.0
118,209,9.0
118,210,595.0
118,214,1.0
118,215,9.0
118,216,4.0
118,218,11.0
118,229,20.0
118,230,1.0
118,231,1.0
118,233,14.0
118,238,3.0
118,243,45.0
118,247,1.0
118,248,11.0
118,251,6.0
118,252,1.0
118,253,1.0
118,254,1.0
118,257,3.0
118,263,5.0
118,264,49.0
118,265,30.0
118,266,193.0
118,267,1.0
118,270,7.0
118,274,5.0
118,275,3.0
118,278,1.0
118,279,18.0
118,280,22.0
118,284,3.0
118,285,8.0
118,286,2.0
118,288,2.0
119,125,1.0
119,130,1.0
119,134,1.0
119,135,1.0
119,136,6.0
119,140,1.0
119,141,27.0
119,142,187.0
119,162,13.0
119,177,1.0
119,179,3.0
119,180,11.0
119,185,10.0
119,187,2.0
119,192,2.0
119,194,1.0
119,197,7.0
119,201,1.0
119,212,3.0
119,215,11.0
119,216,23.0
119,218,11.0
119,230,2.0
119,231,55.0
119,232,1.0
119,237,1.0
119,238,5.0
119,243,19.0
119,255,3.0
119,260,1.0
119,263,3.0
119,264,1.0
119,265,1.0
119,267,1.0
119,270,59.0
119,271,1.0
119,274,50.0
119,275,34.0
119,286,1.0
120,121,115.0
120,128,4.0
120,137,12.0
120,140,12.0
120,143,2.0
120,145,76.0
120,161,1.0
120,162,5.0
120,168,5.0
120,172,100.0
120,175,7.0
120,177,2.0
120,182,32.0
120,187,4.0
120,191,2.0
120,192,3.0
120,197,5.0
120,199,13.0
120,208,7.0
120,209,3.0
120,210,6.0
120,215,2.0
120,218,1.0
120,222,2.0
120,223,48.0
120,227,12.0
120,233,4.0
120,238,3.0
120,243,7.0
120,247,6.0
120,248,1.0
120,251,2.0
120,252,7.0
120,253,3.0
120,254,5.0
120,256,19.0
120,257,5.0
120,264,7.0
120,265,9.0
120,274,2.0
120,275,1.0
120,278,128.0
120,279,4.0
120,280,2.0
120,281,21.0
120,282,20.0
120,285,2.0
120,287,13.0
121,128,2.0
121,137,17.0
121,140,17.0
121,143,8.0
121,144,2.0
121,145,9.0
121,162,1.0
121,172,14.0
121,175,3.0
121,177,2.0
121,182,38.0
121,187,3.0
121,191,1.0
121,197,3.0
121,199,4.0
121,200,2.0
121,208,1.0
121,210,3.0
121,222,1.0
121,223,12.0
121,227,3.0
121,229,1.0
121,231,2.0
121,233,11.0
121,238,3.0
121,243,2.0
121,247,1.0
121,248,2.0
121,251,1.0
121,252,1.0
121,254,13.0
121,256,2.0
121,257,2.0
121,264,2.0
121,265,3.0
121,278,10.0
121,279,1.0
121,280,1.0
121,281,9.0
121,282,5.0
121,285,1.0
121,287,3.0
123,124,58.0
123,125,1.0
123,136,1.0
123,137,1.0
123,142,2.0
123,152,1.0
123,159,1.0
123,177,1.0
123,179,11.0
123,181,1.0
123,185,99.0
123,187,1.0
123,194,1.0
123,197,3.0
123,211,1.0
123,212,2.0
123,215,1.0
123,216,2.0
123,218,1.0
123,225,64.0
123,229,2.0
123,230,3.0
123,236,1.0
123,238,2.0
123,243,1.0
123,255,91.0
123,263,33.0
123,267,2.0
123,268,2.0
123,270,1.0
123,274,4.0
123,275,7.0
123,284,152.0
123,286,123.0
123,288,4.0
124,125,3.0
124,135,3.0
124,136,3.0
124,141,1.0
124,155,3.0
124,161,1.0
124,171,2.0
124,174,1.0
124,179,10.0
124,180,2.0
124,185,40.0
124,193,1.0
124,194,2.0
124,206,2.0
124,211,1.0
124,212,15.0
124,215,3.0
124,216,1.0
124,218,1.0
124,225,29.0
124,229,3.0
124,230,11.0
124,236,7.0
124,237,8.0
124,238,2.0
124,243,1.0
124,255,89.0
124,262,2.0
124,263,110.0
124,264,1.0
124,268,2.0
124,270,3.0
124,271,1.0
124,274,8.0
124,275,4.0
124,280,6.0
124,284,141.0
124,286,30.0
124,288,3.0
125,129,2.0
125,130,2.0
125,131,1.0
125,135,27.0
125,136,154.0
125,137,1.0
125,141,1.0
125,142,4.0
125,160,38.0
125,161,12.0
125,162,8.0
125,166,9.0
125,171,108.0
125,172,2.0
125,173,7.0
125,179,150.0
125,180,7.0
125,185,110.0
125,192,2.0
125,194,217.0
125,195,67.0
125,197,1.0
125,201,5.0
125,206,524.0
125,208,2.0
125,211,1.0
125,212,292.0
125,215,9.0
125,216,6.0
125,218,4.0
125,219,48.0
125,224,3.0
125,225,3.0
125,229,1.0
125,230,413.0
125,231,3.0
125,236,5.0
125,237,62.0
125,238,2.0
125,242,1.0
125,243,2.0
125,249,51.0
125,250,10.0
125,255,69.0
125,260,153.0
125,261,48.0
125,262,19.0
125,263,14.0
125,264,2.0
125,265,1.0
125,267,575.0
125,270,28.0
125,271,27.0
125,272,10.0
125,274,4.0
125,275,23.0
125,284,37.0
125,286,38.0
125,288,5.0
125,294,1.0
127,140,1.0
127,144,1.0
127,155,2.0
127,159,1.0
127,177,1.0
127,208,2.0
127,254,2.0
127,255,1.0
127,266,17.0
127,279,1.0
128,137,5.0
128,140,1.0
128,141,4.0
128,142,1.0
128,143,2.0
128,161,1.0
128,162,117.0
128,179,2.0
128,180,106.0
128,185,4.0
128,187,161.0
128,191,68.0
128,192,221.0
128,194,1.0
128,197,7.0
128,201,62.0
128,206,1.0
128,209,23.0
128,215,170.0
128,216,16.0
128,218,6.0
128,230,1.0
128,231,55.0
128,238,104.0
128,243,68.0
128,247,17.0
128,251,1.0
128,260,2.0
128,264,86.0
128,265,48.0
128,270,29.0
128,274,35.0
128,275,36.0
128,279,7.0
128,280,9.0
129,130,6.0
129,135,1.0
129,141,1.0
129,161,1.0
129,179,1.0
129,185,10.0
129,188,1.0
129,206,1.0
129,211,2.0
129,212,1.0
129,219,1.0
129,234,1.0
129,237,2.0
129,255,5.0
129,263,1.0
129,271,15.0
129,272,82.0
129,274,1.0
129,276,3.0
129,286,1.0
130,188,1.0
130,195,1.0
130,207,1.0
130,211,2.0
130,219,2.0
130,230,2.0
130,236,1.0
130,242,2.0
130,255,2.0
130,260,1.0
130,263,6.0
130,267,1.0
130,271,21.0
130,272,5.0
130,275,1.0
130,276,3.0
130,284,1.0
130,286,1.0
130,294,2.0
131,136,3.0
131,139,2.0
131,155,1.0
131,166,43.0
131,171,3.0
131,173,1.0
131,179,1.0
131,185,1.0
131,194,12.0
131,206,2.0
131,212,1.0
131,224,2.0
131,230,4.0
131,231,3.0
131,250,1.0
131,261,5.0
131,267,9.0
131,272,1.0
135,136,13.0
135,142,2.0
135,155,4.0
135,158,1.0
135,161,61.0
135,162,4.0
135,179,14.0
135,180,1.0
135,185,97.0
135,187,7.0
135,193,1.0
135,194,7.0
135,195,37.0
135,206,10.0
135,207,1.0
135,211,1.0
135,212,34.0
135,215,13.0
135,216,15.0
135,218,3.0
135,219,179.0
135,225,4.0
135,229,1.0
135,230,17.0
135,231,9.0
135,236,4.0
135,237,21.0
135,238,4.0
135,242,8.0
135,249,3.0
135,255,96.0
135,260,3.0
135,261,4.0
135,262,3.0
135,263,70.0
135,264,4.0
135,267,19.0
135,268,1.0
135,270,2.0
135,271,13.0
135,272,23.0
135,274,10.0
135,275,21.0
135,284,20.0
135,286,69.0
135,288,4.0
136,137,2.0
136,139,2.0
136,141,4.0
136,142,4.0
136,155,2.0
136,159,1.0
136,160,4.0
136,161,5.0
136,162,7.0
136,166,15.0
136,171,111.0
136,173,9.0
136,179,268.0
136,180,22.0
136,185,58.0
136,187,6.0
136,192,4.0
136,194,339.0
136,195,35.0
136,197,1.0
136,201,10.0
136,206,386.0
136,209,1.0
136,212,360.0
136,213,1.0
136,215,11.0
136,216,12.0
136,218,11.0
136,219,28.0
136,224,4.0
136,225,1.0
136,229,3.0
136,230,970.0
136,231,10.0
136,236,4.0
136,237,155.0
136,238,8.0
136,242,1.0
136,243,9.0
136,249,5.0
136,250,4.0
136,255,10.0
136,260,58.0
136,261,23.0
136,262,45.0
136,263,3.0
136,264,10.0
136,265,13.0
136,267,174.0
136,270,38.0
136,271,4.0
136,272,2.0
136,274,21.0
136,275,43.0
136,280,2.0
136,284,6.0
136,285,2.0
136,286,21.0
136,288,1.0
137,140,135.0
137,141,7.0
137,142,4.0
137,143,326.0
137,145,1.0
137,155,7.0
137,158,2.0
137,159,3.0
137,162,128.0
137,172,1.0
137,174,3.0
137,175,2.0
137,177,240.0
137,180,14.0
137,182,7.0
137,185,1.0
137,187,10.0
137,191,34.0
137,192,67.0
137,193,7.0
137,197,234.0
137,199,3.0
137,201,8.0
137,206,2.0
137,208,56.0
137,209,75.0
137,210,151.0
137,211,2.0
137,212,1.0
137,214,3.0
137,215,50.0
137,216,11.0
137,218,56.0
137,222,1.0
137,223,1.0
137,225,2.0
137,227,5.0
137,229,19.0
137,231,1.0
137,233,31.0
137,238,24.0
137,239,1.0
137,243,196.0
137,247,20.0
137,248,92.0
137,251,11.0
137,253,2.0
137,254,1.0
137,255,1.0
137,257,6.0
137,264,347.0
137,265,195.0
137,266,38.0
137,267,2.0
137,268,6.0
137,270,13.0
137,274,25.0
137,275,13.0
137,278,19.0
137,279,170.0
137,280,350.0
137,284,1.0
137,285,234.0
137,287,2.0
137,288,3.0
137,289,1.0
139,166,19.0
139,212,2.0
139,219,1.0
140,143,215.0
140,144,1.0
140,159,1.0
140,162,4.0
140,172,5.0
140,177,21.0
140,180,3.0
140,182,89.0
140,185,2.0
140,187,3.0
140,188,1.0
140,191,6.0
140,192,17.0
140,194,1.0
140,197,37.0
140,199,2.0
140,200,1.0
140,201,1.0
140,208,273.0
140,209,3.0
140,210,240.0
140,215,2.0
140,216,1.0
140,218,1.0
140,223,1.0
140,225,1.0
140,227,3.0
140,233,195.0
140,235,2.0
140,238,4.0
140,243,13.0
140,247,1.0
140,248,4.0
140,251,19.0
140,252,2.0
140,253,4.0
140,254,1.0
140,256,8.0
140,257,1.0
140,263,8.0
140,264,32.0
140,265,21.0
140,266,9.0
140,270,2.0
140,272,1.0
140,274,5.0
140,278,1.0
140,279,8.0
140,280,17.0
140,281,1.0
140,282,6.0
140,284,1.0
140,285,4.0
140,288,2.0
141,142,377.0
141,143,15.0
141,148,1.0
141,152,2.0
141,155,2.0
141,158,4.0
141,159,3.0
141,162,370.0
141,171,2.0
141,174,7.0
141,177,28.0
141,179,3.0
141,180,25.0
141,182,2.0
141,185,22.0
141,187,59.0
141,188,1.0
141,191,22.0
141,192,55.0
141,193,3.0
141,194,10.0
141,197,151.0
141,200,2.0
141,201,24.0
141,206,5.0
141,207,1.0
141,208,2.0
141,209,3.0
141,210,11.0
141,211,2.0
141,212,14.0
141,214,1.0
141,215,138.0
141,216,65.0
141,218,587.0
141,229,6.0
141,230,1.0
141,231,18.0
141,232,1.0
141,236,1.0
141,237,7.0
141,238,181.0
141,243,283.0
141,248,3.0
141,251,1.0
141,255,13.0
141,260,2.0
141,263,9.0
141,264,20.0
141,265,106.0
141,266,3.0
141,267,2.0
141,270,80.0
141,274,623.0
141,275,279.0
141,279,9.0
141,280,65.0
141,284,2.0
141,285,1.0
141,286,1.0
141,288,5.0
142,143,2.0
142,155,1.0
142,161,2.0
142,162,111.0
142,171,1.0
142,177,3.0
142,179,9.0
142,180,21.0
142,185,57.0
142,187,44.0
142,191,1.0
142,192,45.0
142,194,5.0
142,197,29.0
142,200,1.0
142,201,22.0
142,206,1.0
142,210,6.0
142,211,2.0
142,212,21.0
142,214,1.0
142,215,243.0
142,216,125.0
142,218,152.0
142,225,1.0
142,229,10.0
142,230,8.0
142,231,70.0
142,232,2.0
142,236,2.0
142,237,3.0
142,238,138.0
142,243,122.0
142,248,3.0
142,249,2.0
142,251,1.0
142,255,23.0
142,261,1.0
142,263,8.0
142,264,12.0
142,265,34.0
142,266,1.0
142,270,117.0
142,271,1.0
142,272,1.0
142,274,949.0
142,275,932.0
142,280,39.0
142,284,7.0
142,286,16.0
142,288,3.0
143,152,1.0
143,161,1.0
143,162,15.0
143,172,1.0
143,177,63.0
143,182,18.0
143,185,3.0
143,187,7.0
143,188,1.0
143,191,16.0
143,192,15.0
143,197,46.0
143,208,207.0
143,209,3.0
143,210,698.0
143,211,1.0
143,214,1.0
143,215,2.0
143,216,2.0
143,218,6.0
143,229,4.0
143,231,1.0
143,233,43.0
143,238,3.0
143,243,26.0
143,247,6.0
143,248,12.0
143,249,1.0
143,251,7.0
143,252,1.0
143,253,3.0
143,255,2.0
143,256,4.0
143,257,5.0
143,263,1.0
143,264,48.0
143,265,28.0
143,266,77.0
143,268,1.0
143,274,9.0
143,275,2.0
143,278,2.0
143,279,15.0
143,280,41.0
143,282,5.0
143,285,15.0
143,287,1.0
144,182,1.0
144,208,9.0
144,210,9.0
144,229,1.0
144,233,3.0
144,235,5.0
144,243,1.0
144,252,1.0
144,253,10.0
144,254,2.0
144,256,2.0
144,257,4.0
144,266,1.0
144,280,1.0
144,282,1.0
144,287,2.0
144,291,5.0
145,162,1.0
145,168,3.0
145,172,156.0
145,175,9.0
145,182,3.0
145,187,1.0
145,192,4.0
145,197,2.0
145,199,3.0
145,208,2.0
145,209,6.0
145,210,6.0
145,215,3.0
145,218,1.0
145,222,4.0
145,223,20.0
145,227,21.0
145,231,1.0
145,233,1.0
145,247,2.0
145,248,3.0
145,251,2.0
145,253,2.0
145,256,3.0
145,257,2.0
145,264,3.0
145,265,6.0
145,274,1.0
145,275,1.0
145,278,65.0
145,281,5.0
145,282,1.0
145,287,3.0
145,291,1.0
146,166,5.0
146,195,2.0
147,168,3.0
147,172,1.0
147,177,1.0
147,199,3.0
147,222,3.0
147,223,1.0
147,252,3.0
147,253,6.0
147,254,7.0
147,256,1.0
147,282,1.0
147,287,3.0
152,153,52.0
152,155,33.0
152,158,366.0
152,159,225.0
152,161,3.0
152,174,2.0
152,181,2.0
152,185,1.0
152,188,15.0
152,193,7.0
152,197,12.0
152,207,25.0
152,211,9.0
152,214,42.0
152,215,1.0
152,218,3.0
152,225,19.0
152,228,126.0
152,229,4.0
152,234,31.0
152,237,1.0
152,243,2.0
152,255,1.0
152,263,2.0
152,268,3.0
152,272,1.0
152,274,2.0
152,284,7.0
152,286,5.0
152,288,5.0
152,289,1.0
153,155,19.0
153,158,18.0
153,159,213.0
153,161,1.0
153,171,1.0
153,174,2.0
153,181,3.0
153,188,37.0
153,192,1.0
153,193,18.0
153,197,3.0
153,207,100.0
153,211,9.0
153,214,283.0
153,215,1.0
153,225,5.0
153,228,22.0
153,229,2.0
153,234,9.0
153,243,1.0
153,255,1.0
153,263,2.0
153,265,5.0
153,266,2.0
153,268,7.0
153,274,2.0
153,280,1.0
153,284,4.0
153,286,1.0
153,288,5.0
153,289,2.0
155,158,57.0
155,159,312.0
155,160,1.0
155,161,2.0
155,162,6.0
155,166,4.0
155,174,6.0
155,180,2.0
155,181,18.0
155,185,7.0
155,187,1.0
155,188,28.0
155,191,3.0
155,192,1.0
155,193,26.0
155,194,1.0
155,197,33.0
155,207,40.0
155,210,2.0
155,211,83.0
155,214,205.0
155,218,2.0
155,225,43.0
155,228,2.0
155,229,89.0
155,230,1.0
155,234,1.0
155,237,2.0
155,238,2.0
155,239,4.0
155,243,8.0
155,255,6.0
155,257,1.0
155,260,1.0
155,263,11.0
155,264,9.0
155,265,8.0
155,267,1.0
155,268,25.0
155,270,2.0
155,271,1.0
155,272,6.0
155,274,5.0
155,275,6.0
155,280,4.0
155,284,28.0
155,286,12.0
155,288,87.0
155,289,4.0
158,159,170.0
158,162,3.0
158,174,5.0
158,177,1.0
158,181,8.0
158,185,2.0
158,188,5.0
158,193,4.0
158,197,14.0
158,207,17.0
158,211,3.0
158,214,41.0
158,215,2.0
158,218,2.0
158,219,1.0
158,225,17.0
158,228,42.0
158,229,31.0
158,231,1.0
158,234,15.0
158,238,1.0
158,243,2.0
158,263,1.0
158,264,2.0
158,265,2.0
158,266,26.0
158,268,1.0
158,272,1.0
158,274,3.0
158,275,1.0
158,279,2.0
158,280,16.0
158,284,8.0
158,286,1.0
158,288,4.0
158,289,2.0
159,161,1.0
159,162,7.0
159,174,3.0
159,181,14.0
159,185,6.0
159,187,4.0
159,188,47.0
159,193,31.0
159,197,10.0
159,206,2.0
159,207,125.0
159,211,39.0
159,214,290.0
159,218,12.0
159,219,1.0
159,225,43.0
159,228,41.0
159,229,30.0
159,230,1.0
159,231,1.0
159,233,1.0
159,234,9.0
159,237,1.0
159,238,1.0
159,239,2.0
159,243,19.0
159,245,4.0
159,255,7.0
159,260,1.0
159,263,2.0
159,264,8.0
159,265,9.0
159,266,5.0
159,268,16.0
159,270,3.0
159,272,3.0
159,279,2.0
159,280,2.0
159,284,19.0
159,285,1.0
159,286,1.0
159,288,45.0
159,289,12.0
160,162,1.0
160,166,1.0
